SONG_ID,SOURCE,ANNOTATOR1,ANNOTATOR2,FILE_LOCATION,SONG_DURATION,EMPTY,SONG_TITLE,ARTIST,FORMAT,ANNOTATION_TIME1,ANNOTATION_TIME2,TEXTFILE1,TEXTFILE2,CLASS,GENRE,SUBMISSION_DATE1,SUBMISSION_DATE2,SONG_WAS_PRIVATE_FLAG,SONG_WAS_DISCARDED_FLAG,XEQS1,XEQS2
170,Codaich,5,8,/srv/salami/data/Codaich/classical/Mstislav_Rostropovich/Cello_Concerto_in_D_major___2__II,310.0,,Cello_Concerto_in_D_major___2__II,Mstislav_Rostropovich,mp3,30.0,30.0,/srv/salami/data/Codaich/classical/Mstislav_Rostropovich/Cello_Concerto_in_D_major___2__II/textfile1.txt,/srv/salami/data/Codaich/classical/Mstislav_Rostropovich/Cello_Concerto_in_D_major___2__II/textfile2.txt,classical,Classical_-_Classical,2010-06-17,2010-06-17,0,False,0,0
174,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/Fourth_Movement_from_String_Quartet_1,95.0,,Fourth_Movement_from_String_Quartet_1,Compilations,mp3,5.0,7.0,,,classical,Classical_-_Classical,2011-01-31,2010-07-13,0,True,0,0
176,Codaich,16,14,/srv/salami/data/Codaich/classical/Compilations/Concerto_For_Piano_And_Orchestra_In_7,47.0,,Concerto_For_Piano_And_Orchestra_In_7,Compilations,mp3,5.0,,/srv/salami/data/Codaich/classical/Compilations/Concerto_For_Piano_And_Orchestra_In_7/textfile1.txt,,classical,Classical_-_Classical,2011-03-31,,0,False,0,0
182,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/Concerto_for_Harpsichord_in_Eb_Major_6,38.0,,Concerto_for_Harpsichord_in_Eb_Major_6,Compilations,mp3,2.0,8.0,,,classical,Classical_-_Classical,2011-01-31,2010-07-12,0,True,0,0
186,Codaich,16,14,/srv/salami/data/Codaich/classical/Guarneri_Quartet/Viola_Quintet_in_G_Minor_K,652.0,,Viola_Quintet_in_G_Minor_K,Guarneri_Quartet,mp3,60.0,,/srv/salami/data/Codaich/classical/Guarneri_Quartet/Viola_Quintet_in_G_Minor_K/textfile1.txt,,classical,Classical_-_Classical,2011-04-01,,0,False,0,0
192,Codaich,16,14,/srv/salami/data/Codaich/classical/Compilations/Sull__aria,209.0,,Sull__aria,Compilations,mp3,20.0,,/srv/salami/data/Codaich/classical/Compilations/Sull__aria/textfile1.txt,,classical,Classical_-_Classical,2011-03-30,,0,False,0,0
204,Codaich,16,14,/srv/salami/data/Codaich/classical/Sofia_Chamber_Choir/Ave_verum_corpus,188.0,,Ave_verum_corpus,Sofia_Chamber_Choir,mp3,15.0,,/srv/salami/data/Codaich/classical/Sofia_Chamber_Choir/Ave_verum_corpus/textfile1.txt,,classical,Classical_-_Classical,2011-04-06,,0,False,0,0
218,Codaich,2,7,/srv/salami/data/Codaich/classical/A_Sei_Voci/Missa_de_Beata_Virgine___Agnus_Dei_I,87.0,,Missa_de_Beata_Virgine___Agnus_Dei_I,A_Sei_Voci,mp3,10.0,8.0,/srv/salami/data/Codaich/classical/A_Sei_Voci/Missa_de_Beata_Virgine___Agnus_Dei_I/textfile1.txt,/srv/salami/data/Codaich/classical/A_Sei_Voci/Missa_de_Beata_Virgine___Agnus_Dei_I/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-07-26,2010-07-16,0,False,0,0
226,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/Revecy_venir_du_printans___Rechant_A,13.0,,Revecy_venir_du_printans___Rechant_A,Compilations,mp3,5.0,8.0,,,classical,Classical_-_Renaissance___Med_,2011-01-31,2010-08-06,0,True,0,0
228,Codaich,4,7,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Nos_Autem,177.0,,Nos_Autem,Benedictine_Monks_of_Santo_Domingo_De_Si,mp3,10.0,8.0,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Nos_Autem/textfile1.txt,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Nos_Autem/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-10-13,2010-07-14,0,False,0,0
236,Codaich,2,6,/srv/salami/data/Codaich/classical/Compilations/Belle___Bonne___Sage,145.0,,Belle___Bonne___Sage,Compilations,mp3,10.0,10.0,/srv/salami/data/Codaich/classical/Compilations/Belle___Bonne___Sage/textfile1.txt,/srv/salami/data/Codaich/classical/Compilations/Belle___Bonne___Sage/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-07-26,2010-07-31,0,False,0,0
244,Codaich,4,6,/srv/salami/data/Codaich/classical/Compilations/D__ung_Aultre_Amer,69.0,,D__ung_Aultre_Amer,Compilations,mp3,10.0,8.0,/srv/salami/data/Codaich/classical/Compilations/D__ung_Aultre_Amer/textfile1.txt,/srv/salami/data/Codaich/classical/Compilations/D__ung_Aultre_Amer/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-09-24,2010-07-31,0,False,0,0
246,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/A_chantar___3__,258.0,,A_chantar___3__,Compilations,mp3,2.0,7.0,,,classical,Classical_-_Renaissance___Med_,2011-01-31,2010-07-13,0,True,0,0
250,Codaich,3,6,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Christe_Redemptor,179.0,,Christe_Redemptor,Benedictine_Monks_of_Santo_Domingo_De_Si,mp3,10.0,10.0,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Christe_Redemptor/textfile1.txt,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Christe_Redemptor/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-06-20,2010-06-17,0,False,0,0
252,Codaich,16,14,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Gloria_XV,136.0,,Gloria_XV,Benedictine_Monks_of_Santo_Domingo_De_Si,mp3,5.0,,/srv/salami/data/Codaich/classical/Benedictine_Monks_of_Santo_Domingo_De_Si/Gloria_XV/textfile1.txt,,classical,Classical_-_Renaissance___Med_,2011-03-29,,0,False,0,0
254,Codaich,7,8,/srv/salami/data/Codaich/classical/Strada____Ensemble_Anonymus/Chanconetta_Tedesca,188.0,,Chanconetta_Tedesca,Strada____Ensemble_Anonymus,mp3,10.0,15.0,/srv/salami/data/Codaich/classical/Strada____Ensemble_Anonymus/Chanconetta_Tedesca/textfile1.txt,/srv/salami/data/Codaich/classical/Strada____Ensemble_Anonymus/Chanconetta_Tedesca/textfile2.txt,classical,Classical_-_Renaissance___Med_,2010-12-07,2010-08-06,0,False,0,0
264,Codaich,16,14,/srv/salami/data/Codaich/classical/Maurizio_Pollini/Piano_Sonata_No,722.0,,Piano_Sonata_No,Maurizio_Pollini,mp3,65.0,,/srv/salami/data/Codaich/classical/Maurizio_Pollini/Piano_Sonata_No/textfile1.txt,,classical,Classical_-_Romantic,2011-04-05,,0,False,0,0
268,Codaich,16,14,/srv/salami/data/Codaich/classical/Vladimir_Ashkenazy/Berceuse_in_Db___Op,302.0,,Berceuse_in_Db___Op,Vladimir_Ashkenazy,mp3,15.0,,/srv/salami/data/Codaich/classical/Vladimir_Ashkenazy/Berceuse_in_Db___Op/textfile1.txt,,classical,Classical_-_Romantic,2011-04-06,,0,False,0,0
274,Codaich,2,7,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Salut_D__amour___Op,173.0,,Salut_D__amour___Op,Nobuko_Imai____Roland_Po_ntinen,mp3,10.0,15.0,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Salut_D__amour___Op/textfile1.txt,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Salut_D__amour___Op/textfile2.txt,classical,Classical_-_Romantic,2010-07-26,2010-07-16,0,False,0,0
276,Codaich,16,14,/srv/salami/data/Codaich/classical/Mstislav_Rostropovich/Cello_Concerto_Op_66_C_minor__Lento,658.0,,Cello_Concerto_Op_66_C_minor__Lento,Mstislav_Rostropovich,mp3,60.0,,/srv/salami/data/Codaich/classical/Mstislav_Rostropovich/Cello_Concerto_Op_66_C_minor__Lento/textfile1.txt,,classical,Classical_-_Romantic,2011-03-31,,0,False,0,0
280,Codaich,5,9,/srv/salami/data/Codaich/classical/Compilations/La_fleur_que_tu_m__avais_jetee,237.0,,La_fleur_que_tu_m__avais_jetee,Compilations,mp3,30.0,20.0,/srv/salami/data/Codaich/classical/Compilations/La_fleur_que_tu_m__avais_jetee/textfile1.txt,/srv/salami/data/Codaich/classical/Compilations/La_fleur_que_tu_m__avais_jetee/textfile2.txt,classical,Classical_-_Romantic,2010-06-18,2010-12-30,0,False,0,0
282,Codaich,7,8,/srv/salami/data/Codaich/classical/Czech_Philharmonic/Requiem___Agnus_Dei,663.0,,Requiem___Agnus_Dei,Czech_Philharmonic,mp3,40.0,45.0,/srv/salami/data/Codaich/classical/Czech_Philharmonic/Requiem___Agnus_Dei/textfile1.txt,/srv/salami/data/Codaich/classical/Czech_Philharmonic/Requiem___Agnus_Dei/textfile2.txt,classical,Classical_-_Romantic,2010-12-30,2010-08-06,0,False,0,0
292,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/Songs_Without_Words_Op,63.0,,Songs_Without_Words_Op,Compilations,mp3,2.0,6.0,,,classical,Classical_-_Romantic,2010-07-26,2010-07-31,0,True,0,0
300,Codaich,10,10,/srv/salami/data/Codaich/classical/Compilations/Kennst_Du_Das_Land___2,29.0,,Kennst_Du_Das_Land___2,Compilations,mp3,4.0,6.0,,,classical,Classical_-_Romantic,2011-01-31,2010-08-01,0,True,0,0
302,Codaich,6,7,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Fantasia_Cromatica_In_D_Minor___BWV_9,458.0,,Fantasia_Cromatica_In_D_Minor___BWV_9,Nobuko_Imai____Roland_Po_ntinen,mp3,30.0,40.0,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Fantasia_Cromatica_In_D_Minor___BWV_9/textfile1.txt,/srv/salami/data/Codaich/classical/Nobuko_Imai____Roland_Po_ntinen/Fantasia_Cromatica_In_D_Minor___BWV_9/textfile2.txt,classical,Classical_-_Romantic,2010-10-22,2010-08-26,0,False,0,0
308,Codaich,5,9,/srv/salami/data/Codaich/popular/Compilations/The_Wind,282.0,,The_Wind,Compilations,mp3,30.0,25.0,/srv/salami/data/Codaich/popular/Compilations/The_Wind/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/The_Wind/textfile2.txt,popular,Country,2010-07-01,2010-07-07,0,False,0,0
310,Codaich,5,8,/srv/salami/data/Codaich/popular/Compilations/Lips_Stained_Red_with_Wine,266.0,,Lips_Stained_Red_with_Wine,Compilations,mp3,25.0,15.0,/srv/salami/data/Codaich/popular/Compilations/Lips_Stained_Red_with_Wine/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Lips_Stained_Red_with_Wine/textfile2.txt,popular,Country,2010-07-02,2010-06-04,0,False,0,X
312,Codaich,3,7,/srv/salami/data/Codaich/popular/Compilations/My_Higher_Ground,188.0,,My_Higher_Ground,Compilations,mp3,30.0,15.0,/srv/salami/data/Codaich/popular/Compilations/My_Higher_Ground/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/My_Higher_Ground/textfile2.txt,popular,Country,2010-06-06,2010-06-08,0,False,X,X
316,Codaich,3,4,/srv/salami/data/Codaich/popular/Compilations/Synergy,220.0,,Synergy,Compilations,mp3,20.0,20.0,/srv/salami/data/Codaich/popular/Compilations/Synergy/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Synergy/textfile2.txt,popular,Country,2010-06-06,2010-07-16,0,False,0,0
318,Codaich,4,5,/srv/salami/data/Codaich/popular/Compilations/Too_Much_Fun,220.0,,Too_Much_Fun,Compilations,mp3,20.0,20.0,/srv/salami/data/Codaich/popular/Compilations/Too_Much_Fun/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Too_Much_Fun/textfile2.txt,popular,Country,2010-07-16,2010-07-27,0,False,0,0
320,Codaich,2,6,/srv/salami/data/Codaich/popular/Emmylou_Harris/Calling_My_Children_Home,195.0,,Calling_My_Children_Home,Emmylou_Harris,mp3,30.0,25.0,/srv/salami/data/Codaich/popular/Emmylou_Harris/Calling_My_Children_Home/textfile1.txt,/srv/salami/data/Codaich/popular/Emmylou_Harris/Calling_My_Children_Home/textfile2.txt,popular,Country,2010-06-06,2010-06-08,0,False,X,X
